Time,Pressure,PPGSignal,BL_W20_T2.50_D5_C2,BL_W40_T2.50_D5_C2,BL_W60_T2.50_D5_C2,BL_W10_T2.50_D5_C2,BL_W20_T1.00_D5_C2,BL_W20_T1.50_D5_C1,BL_W10_T1.00_D5_C1,BL_W20_T2.50_D5_C1
15058,-0.24,197,0,0,0,0,0,0,0,0
15086,-0.10,804,0,0,0,0,0,0,0,0
15114,-0.08,1575,0,0,0,0,0,0,0,0
15141,-0.11,2160,0,0,0,0,0,0,0,0
15168,-0.14,2467,0,0,0,0,0,0,0,0
15195,-0.15,2539,0,0,0,0,0,0,0,0
15222,-0.13,2457,0,0,0,0,0,0,0,0
15249,-0.15,2299,0,0,0,0,0,0,0,0
15276,-0.15,2118,0,0,0,0,0,0,0,0
15303,-0.07,1946,0,0,0,0,0,0,0,0
15330,-0.07,1797,0,0,0,0,0,0,0,0
15357,-0.11,1671,0,0,0,0,0,0,0,0
15384,-0.12,1562,0,0,0,0,0,0,0,0
15411,-0.08,1465,0,0,0,0,0,0,0,0
15438,-0.09,1375,0,0,0,0,0,0,0,0
15465,-0.06,1289,0,0,0,0,0,0,0,0
15492,-0.12,1207,0,0,0,0,0,0,0,0
15519,-0.15,1128,0,0,0,0,0,0,0,0
15546,-0.07,1055,0,0,0,0,0,0,0,0
15573,-0.06,991,0,0,0,0,0,0,0,0
15600,-0.13,934,0,0,0,0,0,0,0,0
15627,-0.10,879,0,0,0,0,0,0,0,0
15654,-0.12,826,0,0,0,0,0,0,0,0
15681,-0.02,777,0,0,0,0,0,0,0,0
15708,-0.18,734,0,0,0,0,0,0,0,0
15735,-0.12,696,0,0,0,0,0,0,0,0
15762,-0.15,661,0,0,0,0,0,0,0,0
15789,-0.11,626,0,0,0,0,0,0,0,0
15816,-0.07,590,0,0,0,0,0,0,0,0
15843,-0.16,555,0,0,0,0,0,0,0,0
15870,-0.12,523,0,0,0,0,0,0,0,0
15897,-0.12,492,0,0,0,0,0,0,0,0
15924,-0.10,460,0,0,0,0,0,0,0,0
15951,-0.07,428,0,0,0,0,0,0,0,0
15978,-0.18,400,0,0,0,0,0,0,0,0
16005,-0.16,378,0,0,0,0,0,0,0,0
16032,-0.15,358,0,0,0,0,0,0,0,0
16059,-0.11,340,0,0,0,0,0,0,0,0
16086,-0.07,320,0,0,0,0,0,0,0,0
16113,-0.16,298,0,0,0,0,0,0,0,0
16140,-0.13,277,0,0,0,0,0,0,0,0
16167,-0.13,260,0,0,0,0,0,0,0,0
16194,-0.08,246,0,0,0,0,0,0,0,0
16221,-0.09,235,0,0,0,0,0,0,0,0
16248,-0.16,222,0,0,0,0,0,0,0,0
16275,-0.08,210,0,0,0,0,0,0,0,0
16302,-0.16,198,0,0,0,0,0,0,0,0
16329,-0.10,183,0,0,0,0,0,0,0,0
